event_id,event_type,event_name,description,start_timestamp,end_timestamp,location_id,case_id,primary_entity_type,primary_entity_id,source_id,evidence_id,confidence_score,created_at
E00112,SURVEILLANCE,Event 00112,Laudantium asperiores iusto illo in facilis amet molestiae quisquam deserunt.,2025-01-12 22:30:06,2025-01-13 03:44:06,L00520,,PERSON,P02739,SRC030,EV02249,0.95,2026-01-15 15:34:59
E00113,CRIME,Event 00113,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-06 14:17:37,2025-01-06 22:38:37,L00964,C00556,PERSON,P03401,SRC008,EV03918,0.88,2026-01-14 03:11:16
E00114,TRANSACTION,Event 00114,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-23 06:32:46,2026-04-23 14:41:46,L02011,,PERSON,P03025,SRC027,EV02808,0.94,2024-10-10 00:51:18
E00115,INCIDENT,Event 00115,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-11-10 19:39:51,2024-11-11 01:35:51,L02497,C00508,PERSON,P01115,SRC006,EV02772,0.74,2026-08-21 13:13:58
E00116,SURVEILLANCE,Event 00116,A ab fuga voluptatum esse maxime reprehenderit aliquam distinctio amet consectetur nam itaque.,2026-03-23 15:16:40,2026-03-24 00:12:40,L00416,C00074,PERSON,P01212,SRC005,EV04521,0.76,2024-01-26 12:24:27
E00117,TRAVEL,Event 00117,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-14 21:52:50,2025-08-14 23:39:50,L00017,C00513,PERSON,P01229,SRC014,EV00670,0.83,2024-03-07 23:23:08
E00118,TRAVEL,Event 00118,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-01 08:15:12,2025-01-01 14:59:12,L01966,C00447,PERSON,P01351,SRC016,EV00486,0.78,2024-04-06 22:49:42
E00119,MEETING,Event 00119,Ex ratione voluptates fugiat necessitatibus quia explicabo rerum error.,2024-12-12 08:16:27,2024-12-12 11:55:27,L01322,C00887,PERSON,P01943,SRC021,EV03549,0.91,2024-04-26 22:45:57
E00120,TRANSACTION,Event 00120,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-04 16:32:43,2024-09-04 17:42:43,L00054,,PERSON,P03013,SRC018,EV04467,0.86,2025-10-10 03:03:29
E00121,ARREST,Event 00121,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-06 01:34:08,2026-05-06 08:14:08,L01453,C00547,PERSON,P03545,SRC029,EV04998,0.9,2024-11-16 16:43:19
E00122,TRANSACTION,Event 00122,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-15 03:20:07,2025-01-15 08:48:07,L00514,C00505,PERSON,P00381,SRC009,EV04200,0.79,2024-08-29 07:37:35
E00123,TRANSACTION,Event 00123,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-20 23:59:43,2026-05-21 08:53:43,L00352,C00142,PERSON,P00101,SRC012,EV00244,0.85,2026-03-13 03:59:15
E00124,MEETING,Event 00124,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-18 19:08:01,2024-04-18 23:25:01,L00716,C00518,PERSON,P00817,SRC028,EV02692,0.79,2026-07-24 10:45:31
E00125,INCIDENT,Event 00125,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-01-12 18:38:13,2026-01-12 22:26:13,L00055,C00535,PERSON,P03991,SRC004,EV03482,0.93,2024-12-10 19:11:34
E00126,CRIME,Event 00126,Omnis laudantium recusandae ipsam voluptatibus tenetur officiis sed.,2026-05-26 04:43:42,2026-05-26 11:31:42,L02120,C01072,PERSON,P01395,SRC014,EV04497,0.97,2025-06-29 23:38:30
E00127,MEETING,Event 00127,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-19 07:12:16,2024-04-19 16:21:16,L00293,,PERSON,P02970,SRC006,EV01158,0.84,2026-07-20 02:23:56
E00128,TRANSACTION,Event 00128,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-20 19:08:03,2026-04-20 22:54:03,L01788,,PERSON,P01044,SRC015,EV01854,0.83,2025-03-09 23:51:49
E00129,CRIME,Event 00129,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-10 00:27:57,2024-09-10 01:55:57,L01313,C00332,PERSON,P02715,SRC020,EV03316,0.75,2024-07-18 14:40:16
E00130,ARREST,Event 00130,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-19 12:14:32,2025-06-19 16:24:32,L02167,C01179,PERSON,P01806,SRC009,EV02570,0.9,2024-03-23 05:48:05
E00131,SURVEILLANCE,Event 00131,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-16 18:59:19,2025-08-16 19:59:19,L00572,,PERSON,P01569,SRC006,EV00194,0.82,2024-05-19 03:03:14
E00132,INCIDENT,Event 00132,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-12 19:53:05,2026-06-12 22:43:05,L01246,,PERSON,P00920,SRC009,EV00874,0.89,2025-12-09 19:11:13
E00133,INCIDENT,Event 00133,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-01 19:07:34,2024-04-02 03:25:34,L01498,C00923,PERSON,P02344,SRC005,EV01862,0.76,2024-01-25 20:56:31
E00134,ARREST,Event 00134,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-27 19:36:12,2025-10-28 02:59:12,L00553,C00543,PERSON,P03881,SRC016,EV03783,0.74,2026-02-19 06:03:23
E00135,TRANSACTION,Event 00135,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-17 15:18:17,2025-06-17 22:45:17,L02200,C01151,PERSON,P02360,SRC010,EV02794,0.93,2024-09-30 14:50:26
E00136,ARREST,Event 00136,Eos modi pariatur labore a labore a modi corrupti repudiandae ratione.,2025-02-11 03:28:08,2025-02-11 05:01:08,L01885,C00008,PERSON,P01275,SRC008,EV01109,0.85,2025-05-27 00:40:55
E00137,CRIME,Event 00137,Quod natus vitae ab voluptatem libero inventore nemo omnis iste rem cupiditate.,2025-07-01 00:45:58,2025-07-01 07:04:58,L00707,,PERSON,P01412,SRC030,EV01951,0.95,2025-08-21 12:38:33
E00138,TRANSACTION,Event 00138,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-11 15:28:25,2024-07-11 19:19:25,L02291,C01134,PERSON,P01911,SRC019,EV02834,0.77,2025-12-22 10:25:37
E00139,CRIME,Event 00139,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-08-31 08:34:22,2024-08-31 16:36:22,L01605,C00779,PERSON,P02536,SRC018,EV04427,0.7,2025-02-14 17:20:35
E00140,SURVEILLANCE,Event 00140,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-04 01:09:34,2026-05-04 07:01:34,L01970,C00125,PERSON,P00415,SRC019,EV04363,0.89,2025-04-16 02:19:29
E00141,ARREST,Event 00141,Est nihil consequuntur omnis nemo et at.,2025-04-02 12:52:51,2025-04-02 16:18:51,L00815,C00109,PERSON,P02643,SRC017,EV00342,0.78,2025-05-15 11:02:38
E00142,CRIME,Event 00142,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-26 09:09:01,2025-03-26 13:53:01,L02188,C00721,PERSON,P01659,SRC019,EV01729,0.83,2025-05-19 00:36:26
E00143,INCIDENT,Event 00143,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-07 04:36:21,2024-02-07 14:48:21,L01319,C00832,PERSON,P02567,SRC008,EV04678,0.86,2024-06-10 09:37:00
E00144,CRIME,Event 00144,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-17 12:05:46,2025-01-17 19:53:46,L01928,C00377,PERSON,P02358,SRC029,EV03293,0.76,2024-03-08 10:03:28
E00145,ARREST,Event 00145,Pariatur eaque natus recusandae tempora suscipit unde fuga cumque beatae voluptate repudiandae cumque assumenda pariatur.,2026-06-24 23:00:10,2026-06-25 03:28:10,L01044,,PERSON,P03437,SRC005,EV00298,0.93,2026-08-26 19:12:21
E00146,CRIME,Event 00146,Maxime eligendi iste illum soluta porro pariatur autem quidem velit voluptate veniam modi.,2026-05-29 22:21:16,2026-05-30 00:27:16,L00906,C00054,PERSON,P03388,SRC001,EV01682,0.86,2024-12-12 18:46:31
E00147,INCIDENT,Event 00147,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-09-15 22:36:20,2025-09-16 10:15:20,L01769,,PERSON,P02162,SRC014,EV03967,0.82,2026-01-26 03:02:10
E00148,CRIME,Event 00148,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-30 07:16:02,2025-10-30 09:01:02,L01233,C00293,PERSON,P01312,SRC014,EV03856,0.97,2024-01-10 18:46:58
E00149,CRIME,Event 00149,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-05 03:09:48,2025-08-05 12:16:48,L00770,C00453,PERSON,P01985,SRC006,EV01325,0.82,2026-03-24 02:59:13
E00150,TRAVEL,Event 00150,Illo minima placeat quas minus odio itaque quos non enim.,2025-12-01 10:27:26,2025-12-01 10:42:26,L02462,,PERSON,P03382,SRC029,EV00086,0.83,2025-11-09 09:43:34
E00151,TRAVEL,Event 00151,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-12 09:15:17,2025-07-12 17:42:17,L01402,C00471,PERSON,P03973,SRC006,EV02202,0.7,2024-11-07 05:39:39
E00152,CRIME,Event 00152,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-01-06 00:06:03,2024-01-06 02:53:03,L01305,,PERSON,P02254,SRC027,EV00267,0.82,2024-05-28 14:28:23
E00153,INCIDENT,Event 00153,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-09 05:24:34,2025-06-09 08:05:34,L01429,,PERSON,P01181,SRC024,EV04136,0.81,2024-03-02 12:50:12
E00154,CRIME,Event 00154,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-30 01:47:48,2026-06-30 06:04:48,L00901,,PERSON,P02130,SRC027,EV02888,0.89,2025-05-27 04:48:58
E00155,ARREST,Event 00155,Eaque tempore totam harum aliquam delectus deleniti ea consequatur occaecati commodi minus consectetur magni voluptates enim.,2024-01-01 04:36:56,2024-01-01 10:16:56,L00386,,PERSON,P00152,SRC019,EV03113,0.78,2026-02-19 11:54:47
E00156,CRIME,Event 00156,Accusamus minus id asperiores illum illo ipsa rem eligendi minus odio perspiciatis qui non culpa.,2026-06-03 06:57:14,2026-06-03 15:13:14,L00947,,PERSON,P01840,SRC004,EV01780,0.83,2025-01-23 08:29:05
E00157,TRAVEL,Event 00157,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-09-17 09:22:35,2025-09-17 12:58:35,L01514,C00455,PERSON,P01382,SRC018,EV03540,0.93,2024-08-22 17:51:08
E00158,INCIDENT,Event 00158,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-25 07:38:18,2025-06-25 14:42:18,L01482,C00973,PERSON,P02326,SRC007,EV04268,0.83,2024-11-09 19:19:03
E00159,CRIME,Event 00159,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-25 23:24:31,2026-06-26 02:35:31,L00164,C00894,PERSON,P03203,SRC008,EV03695,0.85,2024-01-16 07:03:21
E00160,TRANSACTION,Event 00160,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-09-21 04:26:27,2025-09-21 09:52:27,L00649,C00380,PERSON,P03910,SRC021,EV04134,0.75,2024-05-06 19:54:41
E00161,TRAVEL,Event 00161,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-26 17:48:53,2026-06-27 01:52:53,L00933,C01186,PERSON,P03246,SRC015,EV03732,0.8,2024-02-03 09:07:42
E00162,TRAVEL,Event 00162,Optio rerum officiis impedit animi eius laudantium harum.,2024-08-22 20:23:40,2024-08-23 01:25:40,L01652,C00595,PERSON,P02318,SRC004,EV00273,0.81,2024-11-30 07:44:29
E00163,TRANSACTION,Event 00163,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-27 15:56:36,2024-07-27 23:31:36,L02382,C00009,PERSON,P02446,SRC005,EV03260,0.7,2024-06-24 10:38:27
E00164,CRIME,Event 00164,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-03 01:30:41,2025-06-03 12:54:41,L00957,,PERSON,P03959,SRC020,EV00392,0.97,2025-06-21 19:56:12
E00165,TRAVEL,Event 00165,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-17 00:32:59,2026-06-17 01:29:59,L00012,C00904,PERSON,P03832,SRC008,EV00651,0.93,2025-04-02 00:09:06
E00166,INCIDENT,Event 00166,Incidunt quidem saepe fuga nisi non sequi harum explicabo nam quas.,2024-05-18 01:58:17,2024-05-18 08:59:17,L01748,C00219,PERSON,P00086,SRC029,EV04635,0.86,2024-12-13 22:41:04
E00167,TRAVEL,Event 00167,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-27 20:41:52,2024-07-28 05:35:52,L00496,,PERSON,P03371,SRC014,EV00840,0.89,2024-03-25 13:49:32
E00168,TRAVEL,Event 00168,Occaecati enim aperiam et dicta quia nemo sequi.,2025-12-23 09:47:03,2025-12-23 17:06:03,L00625,,PERSON,P03405,SRC025,EV02538,0.71,2024-11-19 15:55:46
E00169,MEETING,Event 00169,Quis nostrum explicabo iusto molestias architecto nulla a sequi harum.,2025-05-13 23:45:23,2025-05-14 11:39:23,L01509,C01079,PERSON,P02279,SRC015,EV04046,0.77,2024-12-19 06:43:45
E00170,ARREST,Event 00170,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-03-30 22:40:01,2024-03-31 03:30:01,L00355,C01160,PERSON,P00828,SRC010,EV00213,0.75,2025-09-10 05:38:29
E00171,SURVEILLANCE,Event 00171,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-06 10:04:16,2025-04-06 19:30:16,L00623,,PERSON,P03265,SRC024,EV01883,0.9,2026-07-25 09:43:33
E00172,SURVEILLANCE,Event 00172,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-15 20:47:35,2026-07-16 05:45:35,L00642,,PERSON,P02936,SRC027,EV04047,0.76,2025-12-25 15:28:16
E00173,MEETING,Event 00173,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-05 02:19:36,2024-09-05 05:22:36,L00801,,PERSON,P01244,SRC019,EV01804,0.71,2025-01-25 07:24:36
E00174,CRIME,Event 00174,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-05-10 00:21:05,2024-05-10 06:01:05,L02408,,PERSON,P00632,SRC025,EV02739,0.73,2026-08-07 04:37:00
E00175,ARREST,Event 00175,Ratione explicabo illo officiis ipsam ut amet.,2026-03-04 22:01:16,2026-03-05 05:21:16,L01113,C00381,PERSON,P02990,SRC025,EV04039,0.95,2025-03-19 19:28:42
E00176,TRAVEL,Event 00176,Excepturi aliquid distinctio qui fugit architecto ab magni illum incidunt voluptatem aliquid.,2026-03-10 08:43:07,2026-03-10 13:23:07,L02300,,PERSON,P03104,SRC003,EV03788,0.82,2025-02-10 11:39:59
E00177,TRANSACTION,Event 00177,Sequi ipsam quidem expedita aperiam ratione sunt magnam id repellendus laboriosam laboriosam tenetur voluptates fuga.,2024-04-26 15:47:56,2024-04-27 03:43:56,L01932,C00085,PERSON,P01586,SRC023,EV03709,0.73,2026-04-17 00:13:21
E00178,TRAVEL,Event 00178,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-12-22 05:57:28,2025-12-22 13:49:28,L01291,C00164,PERSON,P00222,SRC001,EV02589,0.74,2025-01-08 12:40:47
E00179,TRAVEL,Event 00179,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-02-11 17:47:44,2026-02-11 22:38:44,L01591,C00534,PERSON,P02446,SRC018,EV02736,0.91,2024-05-31 11:29:59
