crime_id,case_id,crime_type,crime_category,description,event_date,event_time,location_id,severity_level,modus_operandi,status,source_document_id,confidence_score,created_at,updated_at
CR00108,C01025,Burglary,Cyber,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-10,05:23:25,L02430,Critical,Vehicle-based movement,Under Investigation,DOC01461,0.96,2026-02-24 13:41:44,2026-03-01 17:41:44
CR00109,C00039,Money Laundering,Financial,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-15,21:29:09,L00959,Low,Coordinated calls,Under Investigation,DOC02074,0.74,2025-12-05 18:20:12,2025-12-31 12:20:12
CR00110,C00327,Illegal Gambling,Organized,Deleniti alias ut voluptatem eum asperiores reprehenderit sapiente optio.,2024-04-21,23:42:59,L00567,High,Vehicle-based movement,Reported,DOC01900,0.74,2025-09-19 20:56:24,2026-04-01 17:42:38
CR00111,C00697,Money Laundering,Cyber,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-05,04:39:17,L01145,Medium,Forged documents,Confirmed,DOC01017,0.86,2025-03-09 20:16:42,2026-01-21 06:09:05
CR00112,C00351,Robbery,Financial,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-28,05:02:21,L01927,Medium,False identity,Reported,DOC02540,0.81,2025-02-26 20:24:28,2026-06-03 13:53:20
CR00113,C00638,Forgery,Organized,Sed libero odit cumque placeat accusantium earum expedita dignissimos.,2025-07-27,20:57:28,L00219,Low,Coordinated calls,Confirmed,DOC02343,0.94,2025-03-22 06:48:53,2025-09-17 16:28:34
CR00114,C00529,Smuggling,Cyber,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-07,22:22:07,L01918,Low,Coordinated calls,Under Investigation,DOC00571,0.96,2025-04-15 01:08:09,2026-07-28 03:32:58
CR00115,C00476,Fraud,Violent,Repudiandae officiis in vero delectus eaque incidunt officia est nobis.,2024-09-18,05:15:56,L00447,Medium,Online impersonation,Under Investigation,DOC00851,0.73,2024-11-15 00:08:00,2024-12-04 17:08:00
CR00116,C01149,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-19,22:11:39,L00295,Medium,Forged documents,Closed,DOC01014,0.8,2025-09-17 05:19:33,2025-09-22 18:19:33
CR00117,C00949,Extortion,Financial,Iusto pariatur animi voluptate velit adipisci corporis est corporis.,2024-12-20,15:42:17,L01691,High,Vehicle-based movement,Under Investigation,DOC01070,0.92,2024-07-25 22:15:52,2026-08-01 10:58:38
CR00118,C00006,Fraud,Financial,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-09,08:35:04,L02333,Medium,Coordinated calls,Reported,DOC02370,0.92,2024-04-14 08:08:10,2024-04-27 08:08:10
CR00119,C00692,Smuggling,Cyber,Ex sit id unde perferendis quam architecto repellat.,2026-08-28,00:39:15,L01018,Medium,Vehicle-based movement,Under Investigation,DOC00582,0.85,2024-12-05 11:13:00,2025-10-26 14:29:36
CR00120,C00115,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-16,15:10:05,L01037,High,False identity,Closed,DOC01994,0.86,2025-12-19 09:19:20,2026-08-13 16:39:25
CR00121,C00121,Robbery,Property,Neque voluptatum recusandae enim culpa debitis deserunt accusamus.,2025-02-01,20:15:21,L02060,Critical,Forged documents,Reported,DOC01166,0.97,2025-08-01 03:15:30,2026-07-04 21:37:59
CR00122,C01123,Money Laundering,Property,Fugiat deserunt ea rem explicabo voluptatum tempore molestias corrupti sint aut adipisci commodi unde enim itaque.,2025-12-30,17:17:26,L01450,High,False identity,Under Investigation,DOC01840,0.96,2026-05-24 02:06:28,2026-06-11 11:06:28
CR00123,C00597,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-06-24,16:39:20,L02171,Low,False identity,Reported,DOC02539,0.95,2025-04-23 22:21:31,2025-05-16 17:21:31
CR00124,C00333,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-20,20:28:13,L00544,Low,False identity,Under Investigation,DOC02367,0.84,2024-04-27 03:27:15,2026-02-07 03:39:19
CR00125,C00031,Burglary,Cyber,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-31,13:36:21,L01474,High,Online impersonation,Closed,DOC00791,0.94,2026-05-19 17:34:00,2026-06-09 11:34:00
CR00126,C00415,Smuggling,Organized,Perferendis quia ducimus libero eligendi sunt at voluptatem consequuntur soluta provident labore.,2024-01-09,06:57:17,L02005,Low,Forged documents,Reported,DOC00415,0.81,2025-10-08 19:52:24,2025-10-10 01:52:24
CR00127,C00283,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-26,12:11:09,L02362,Critical,Online impersonation,Confirmed,DOC02141,0.91,2025-08-24 21:44:24,2025-09-11 19:44:24
CR00128,C00054,Robbery,Financial,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-14,23:59:15,L02119,Medium,False identity,Closed,DOC02630,0.92,2024-06-01 16:23:29,2025-04-07 14:57:50
CR00129,C00582,Smuggling,Financial,Quos temporibus consequuntur omnis inventore voluptatibus est assumenda soluta amet iste provident culpa beatae.,2024-03-26,06:19:37,L02287,Low,Coordinated calls,Confirmed,DOC01869,0.91,2026-02-09 05:54:39,2026-02-12 06:54:39
CR00130,C00439,Fraud,Organized,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-07,23:20:08,L02431,Medium,Forged documents,Reported,DOC01913,0.9,2026-05-20 19:04:27,2026-06-04 11:04:27
CR00131,C00733,Smuggling,Cyber,Consectetur aperiam voluptatibus incidunt fugiat quo iste libero officiis deleniti sequi necessitatibus quas odio nemo neque.,2025-02-06,13:31:06,L02046,Critical,Layered transactions,Reported,DOC02817,0.79,2024-03-02 09:47:10,2025-08-26 16:02:19
CR00132,C01092,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-03,13:50:01,L02164,Critical,Vehicle-based movement,Under Investigation,DOC00072,0.86,2026-01-27 05:42:48,2026-02-14 14:42:48
CR00133,C00324,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-03,03:44:53,L00284,Medium,False identity,Under Investigation,DOC00780,0.9,2024-09-08 20:59:02,2025-06-27 10:46:55
CR00134,C00606,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-30,13:13:42,L00617,High,Forged documents,Confirmed,DOC01536,0.82,2026-03-28 15:27:15,2026-06-08 11:59:40
CR00135,C00690,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-01,06:02:53,L00165,Critical,Online impersonation,Under Investigation,DOC00734,0.82,2026-01-18 02:58:30,2026-01-28 01:58:30
CR00136,C00355,Extortion,Violent,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-07-23,22:31:52,L02010,Critical,Coordinated calls,Closed,DOC01810,0.93,2024-04-07 22:25:28,2024-04-14 04:25:28
CR00137,C00262,Smuggling,Organized,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-09-13,02:12:39,L00146,High,Online impersonation,Confirmed,DOC00462,0.75,2025-11-14 14:51:04,2025-12-09 03:51:04
CR00138,C00392,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-24,07:40:20,L01830,High,Layered transactions,Reported,DOC02188,0.8,2025-01-03 19:05:18,2025-01-17 22:05:18
CR00139,C01087,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-07-16,16:10:56,L01382,Critical,Online impersonation,Reported,DOC02392,0.91,2026-06-22 10:00:54,2026-07-20 21:00:54
CR00140,C00784,Money Laundering,Cyber,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-27,05:13:36,L01402,High,Forged documents,Closed,DOC00710,0.84,2024-07-31 23:37:30,2026-07-27 17:05:29
CR00141,C00181,Forgery,Cyber,Consequuntur commodi fugit in natus distinctio nobis consequatur commodi hic accusamus repudiandae magni nulla sequi.,2026-03-31,03:00:54,L00716,Low,Layered transactions,Under Investigation,DOC02961,0.77,2025-09-07 05:57:38,2026-03-23 00:58:25
CR00142,C00050,Assault,Cyber,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-01,17:52:04,L01258,High,Coordinated calls,Closed,DOC02866,0.76,2025-08-03 15:24:38,2025-08-23 09:24:38
CR00143,C01163,Cybercrime,Financial,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-26,18:30:38,L01442,High,Online impersonation,Confirmed,DOC02188,0.74,2024-04-04 05:01:45,2025-10-25 21:37:39
CR00144,C00927,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-18,08:37:00,L01056,High,Forged documents,Confirmed,DOC01730,0.77,2024-12-01 21:44:49,2024-12-17 13:44:49
CR00145,C00742,Illegal Gambling,Violent,Expedita molestias natus possimus explicabo soluta fugiat alias porro numquam nisi.,2025-01-01,06:46:54,L00508,High,False identity,Confirmed,DOC01941,0.78,2026-01-31 10:05:19,2026-02-24 13:05:19
CR00146,C01094,Fraud,Cyber,Soluta quod placeat reiciendis veniam veniam magnam nostrum incidunt iste tempore ullam pariatur odio.,2026-08-30,01:13:02,L00470,High,Online impersonation,Confirmed,DOC02255,0.92,2024-10-31 21:46:14,2025-04-06 02:14:30
CR00147,C00498,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-29,19:02:36,L01996,High,Vehicle-based movement,Under Investigation,DOC02656,0.74,2026-05-30 17:44:27,2026-06-03 10:44:27
CR00148,C00764,Assault,Organized,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-12,22:31:55,L01379,High,Online impersonation,Closed,DOC01108,0.9,2025-03-11 19:40:07,2025-03-23 05:40:07
CR00149,C00112,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-15,04:29:19,L00785,Critical,Layered transactions,Reported,DOC00129,0.77,2025-09-27 04:46:05,2025-12-08 07:43:05
CR00150,C00678,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-11,08:31:00,L00160,High,Online impersonation,Under Investigation,DOC01429,0.91,2025-12-14 00:59:47,2025-12-31 18:59:47
CR00151,C00844,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-02,13:28:23,L02357,Medium,False identity,Reported,DOC00205,0.9,2025-08-04 17:26:25,2025-08-13 08:26:25
CR00152,C00284,Extortion,Property,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-11,03:05:04,L01340,Critical,Forged documents,Under Investigation,DOC02131,0.8,2025-01-13 07:41:42,2026-05-08 11:25:11
CR00153,C00627,Assault,Organized,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-12,18:36:25,L00858,Critical,False identity,Under Investigation,DOC02723,0.9,2025-09-04 02:37:34,2025-09-21 16:37:34
CR00154,C00888,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-31,07:03:56,L02117,Low,Coordinated calls,Confirmed,DOC00715,0.8,2026-01-04 18:02:24,2026-01-07 06:02:24
